epoch,step,layer,expert,count
22,0,1,0,0
22,0,1,1,0
22,0,1,2,0
22,0,1,3,512
1,1,0,2,7
1,1,0,3,283
1,1,0,4,140
1,1,0,5,768
1,1,0,6,0
1,1,0,7,782
1,1,0,0,411
1,1,0,1,135
1,1,1,4,0
1,1,1,5,777
1,1,1,6,724
1,1,1,7,147
1,1,1,0,537
1,1,1,1,1
1,1,1,2,1
1,1,1,3,703
2,2,0,7,781
2,2,0,0,409
2,2,0,1,137
2,2,0,2,0
2,2,0,3,281
2,2,0,4,170
2,2,0,5,769
2,2,0,6,0
2,2,1,0,538
2,2,1,1,2
2,2,1,2,0
2,2,1,3,709
2,2,1,4,0
2,2,1,5,735
2,2,1,6,757
2,2,1,7,145
3,3,0,0,396
3,3,0,1,137
3,3,0,2,6
3,3,0,3,332
3,3,0,4,288
3,3,0,5,769
3,3,0,6,0
3,3,0,7,774
3,3,1,2,0
3,3,1,3,722
3,3,1,4,0
3,3,1,5,657
3,3,1,6,778
3,3,1,7,145
3,3,1,0,546
3,3,1,1,0
4,4,0,6,0
4,4,0,7,770
4,4,0,0,390
4,4,0,1,136
4,4,0,2,5
4,4,0,3,353
4,4,0,4,349
4,4,0,5,767
4,4,1,0,486
4,4,1,1,2
4,4,1,2,0
4,4,1,3,727
4,4,1,4,0
4,4,1,5,559
4,4,1,6,786
4,4,1,7,143
5,5,0,6,0
5,5,0,7,762
5,5,0,0,380
5,5,0,1,136
5,5,0,2,7
5,5,0,3,339
5,5,0,4,437
5,5,0,5,766
5,5,1,6,796
5,5,1,7,145
5,5,1,0,513
5,5,1,1,2
5,5,1,2,0
5,5,1,3,736
5,5,1,4,0
5,5,1,5,483
6,6,0,2,8
6,6,0,3,315
6,6,0,4,510
6,6,0,5,763
6,6,0,6,1
6,6,0,7,766
6,6,0,0,371
6,6,0,1,136
6,6,1,0,498
6,6,1,1,1
6,6,1,2,1
6,6,1,3,739
6,6,1,4,0
6,6,1,5,390
6,6,1,6,796
6,6,1,7,154
7,7,0,1,153
7,7,0,2,6
7,7,0,3,273
7,7,0,4,567
7,7,0,5,761
7,7,0,6,0
7,7,0,7,758
7,7,0,0,369
7,7,1,1,2
7,7,1,2,0
7,7,1,3,738
7,7,1,4,0
7,7,1,5,345
7,7,1,6,796
7,7,1,7,154
7,7,1,0,511
8,8,0,5,759
8,8,0,6,0
8,8,0,7,758
8,8,0,0,364
8,8,0,1,153
8,8,0,2,9
8,8,0,3,258
8,8,0,4,566
8,8,1,5,300
8,8,1,6,789
8,8,1,7,153
8,8,1,0,501
8,8,1,1,1
8,8,1,2,0
8,8,1,3,735
8,8,1,4,0
9,9,0,5,772
9,9,0,6,0
9,9,0,7,741
9,9,0,0,377
9,9,0,1,153
9,9,0,2,8
9,9,0,3,251
9,9,0,4,558
9,9,1,0,494
9,9,1,1,1
9,9,1,2,0
9,9,1,3,737
9,9,1,4,0
9,9,1,5,274
9,9,1,6,797
9,9,1,7,154
10,10,0,2,4
10,10,0,3,254
10,10,0,4,548
10,10,0,5,792
10,10,0,6,0
10,10,0,7,713
10,10,0,0,394
10,10,0,1,138
10,10,1,7,155
10,10,1,0,479
10,10,1,1,2
10,10,1,2,0
10,10,1,3,734
10,10,1,4,0
10,10,1,5,185
10,10,1,6,798
11,11,0,4,557
11,11,0,5,793
11,11,0,6,0
11,11,0,7,680
11,11,0,0,403
11,11,0,1,139
11,11,0,2,4
11,11,0,3,237
11,11,1,1,2
11,11,1,2,0
11,11,1,3,720
11,11,1,4,1
11,11,1,5,190
11,11,1,6,798
11,11,1,7,157
11,11,1,0,447
12,12,0,5,791
12,12,0,6,0
12,12,0,7,625
12,12,0,0,400
12,12,0,1,138
12,12,0,2,0
12,12,0,3,236
12,12,0,4,544
12,12,1,3,731
12,12,1,4,0
12,12,1,5,196
12,12,1,6,799
12,12,1,7,153
12,12,1,0,411
12,12,1,1,1
12,12,1,2,0
13,13,0,6,0
13,13,0,7,604
13,13,0,0,380
13,13,0,1,140
13,13,0,2,3
13,13,0,3,231
13,13,0,4,513
13,13,0,5,798
13,13,1,3,696
13,13,1,4,0
13,13,1,5,206
13,13,1,6,799
13,13,1,7,153
13,13,1,0,371
13,13,1,1,1
13,13,1,2,0
14,14,0,1,145
14,14,0,2,4
14,14,0,3,230
14,14,0,4,482
14,14,0,5,793
14,14,0,6,0
14,14,0,7,581
14,14,0,0,218
14,14,1,2,0
14,14,1,3,683
14,14,1,4,0
14,14,1,5,205
14,14,1,6,799
14,14,1,7,153
14,14,1,0,343
14,14,1,1,2
1,1,0,6,796
1,1,0,7,5
1,1,0,0,7
1,1,0,1,0
1,1,0,2,0
1,1,0,3,229
1,1,0,4,21
1,1,0,5,311
1,1,1,5,1
1,1,1,6,21
1,1,1,7,115
1,1,1,0,0
1,1,1,1,0
1,1,1,2,0
1,1,1,3,121
1,1,1,4,796
2,2,0,5,307
2,2,0,6,796
2,2,0,7,0
2,2,0,0,11
2,2,0,1,0
2,2,0,2,0
2,2,0,3,237
2,2,0,4,18
2,2,1,1,1
2,2,1,2,0
2,2,1,3,127
2,2,1,4,796
2,2,1,5,0
2,2,1,6,20
2,2,1,7,114
2,2,1,0,1
3,3,0,5,308
3,3,0,6,796
3,3,0,7,2
3,3,0,0,9
3,3,0,1,0
3,3,0,2,0
3,3,0,3,244
3,3,0,4,19
3,3,1,4,790
3,3,1,5,2
3,3,1,6,23
3,3,1,7,117
3,3,1,0,3
3,3,1,1,3
3,3,1,2,1
3,3,1,3,115
4,4,0,1,0
4,4,0,2,0
4,4,0,3,246
4,4,0,4,19
4,4,0,5,311
4,4,0,6,796
4,4,0,7,3
4,4,0,0,9
4,4,1,3,106
4,4,1,4,796
4,4,1,5,2
4,4,1,6,20
4,4,1,7,141
4,4,1,0,0
4,4,1,1,2
4,4,1,2,0
5,5,0,3,244
5,5,0,4,22
5,5,0,5,312
5,5,0,6,796
5,5,0,7,3
5,5,0,0,9
5,5,0,1,0
5,5,0,2,0
5,5,1,0,1
5,5,1,1,1
5,5,1,2,0
5,5,1,3,105
5,5,1,4,796
5,5,1,5,2
5,5,1,6,19
5,5,1,7,147
6,6,0,4,23
6,6,0,5,313
6,6,0,6,796
6,6,0,7,2
6,6,0,0,7
6,6,0,1,0
6,6,0,2,0
6,6,0,3,239
6,6,1,0,2
6,6,1,1,1
6,6,1,2,0
6,6,1,3,133
6,6,1,4,796
6,6,1,5,2
6,6,1,6,18
6,6,1,7,148
7,7,0,0,5
7,7,0,1,0
7,7,0,2,0
7,7,0,3,226
7,7,0,4,28
7,7,0,5,313
7,7,0,6,790
7,7,0,7,6
7,7,1,4,796
7,7,1,5,1
7,7,1,6,19
7,7,1,7,149
7,7,1,0,0
7,7,1,1,0
7,7,1,2,0
7,7,1,3,147
8,8,0,2,0
8,8,0,3,214
8,8,0,4,22
8,8,0,5,310
8,8,0,6,796
8,8,0,7,1
8,8,0,0,11
8,8,0,1,0
8,8,1,2,0
8,8,1,3,148
8,8,1,4,796
8,8,1,5,0
8,8,1,6,19
8,8,1,7,155
8,8,1,0,1
8,8,1,1,0
9,9,0,4,22
9,9,0,5,307
9,9,0,6,796
9,9,0,7,2
9,9,0,0,10
9,9,0,1,0
9,9,0,2,0
9,9,0,3,203
9,9,1,7,166
9,9,1,0,0
9,9,1,1,0
9,9,1,2,0
9,9,1,3,143
9,9,1,4,796
9,9,1,5,0
9,9,1,6,22
10,10,0,3,213
10,10,0,4,21
10,10,0,5,311
10,10,0,6,796
10,10,0,7,1
10,10,0,0,11
10,10,0,1,0
10,10,0,2,0
10,10,1,7,366
10,10,1,0,2
10,10,1,1,0
10,10,1,2,0
10,10,1,3,135
10,10,1,4,796
10,10,1,5,0
10,10,1,6,18
11,11,0,1,0
11,11,0,2,0
11,11,0,3,217
11,11,0,4,21
11,11,0,5,312
11,11,0,6,796
11,11,0,7,1
11,11,0,0,9
11,11,1,3,137
11,11,1,4,796
11,11,1,5,1
11,11,1,6,18
11,11,1,7,368
11,11,1,0,0
11,11,1,1,3
11,11,1,2,0
12,12,0,2,0
12,12,0,3,240
12,12,0,4,19
12,12,0,5,328
12,12,0,6,796
12,12,0,7,1
12,12,0,0,7
12,12,0,1,0
12,12,1,4,796
12,12,1,5,0
12,12,1,6,19
12,12,1,7,376
12,12,1,0,0
12,12,1,1,2
12,12,1,2,0
12,12,1,3,131
13,13,0,1,0
13,13,0,2,0
13,13,0,3,243
13,13,0,4,20
13,13,0,5,327
13,13,0,6,790
13,13,0,7,6
13,13,0,0,11
13,13,1,5,2
13,13,1,6,21
13,13,1,7,384
13,13,1,0,1
13,13,1,1,0
13,13,1,2,0
13,13,1,3,121
13,13,1,4,796
14,14,0,2,0
14,14,0,3,246
14,14,0,4,6
14,14,0,5,327
14,14,0,6,796
14,14,0,7,1
14,14,0,0,8
14,14,0,1,0
14,14,1,1,5
14,14,1,2,0
14,14,1,3,107
14,14,1,4,790
14,14,1,5,2
14,14,1,6,21
14,14,1,7,389
14,14,1,0,0
15,15,0,4,6
15,15,0,5,329
15,15,0,6,796
15,15,0,7,1
15,15,0,0,9
15,15,0,1,0
15,15,0,2,0
15,15,0,3,247
15,15,1,4,796
15,15,1,5,0
15,15,1,6,19
15,15,1,7,402
15,15,1,0,2
15,15,1,1,0
15,15,1,2,0
15,15,1,3,91
16,16,0,7,2
16,16,0,0,9
16,16,0,1,0
16,16,0,2,0
16,16,0,3,245
16,16,0,4,5
16,16,0,5,330
16,16,0,6,796
16,16,1,6,19
16,16,1,7,403
16,16,1,0,0
16,16,1,1,1
16,16,1,2,0
16,16,1,3,87
16,16,1,4,796
16,16,1,5,1
17,17,0,3,252
17,17,0,4,6
17,17,0,5,324
17,17,0,6,796
17,17,0,7,3
17,17,0,0,10
17,17,0,1,0
17,17,0,2,0
17,17,1,7,402
17,17,1,0,0
17,17,1,1,1
17,17,1,2,0
17,17,1,3,82
17,17,1,4,796
17,17,1,5,0
17,17,1,6,19
18,18,0,4,9
18,18,0,5,331
18,18,0,6,790
18,18,0,7,4
18,18,0,0,11
18,18,0,1,0
18,18,0,2,0
18,18,0,3,263
18,18,1,3,84
18,18,1,4,796
18,18,1,5,1
18,18,1,6,21
18,18,1,7,401
18,18,1,0,0
18,18,1,1,0
18,18,1,2,0
19,19,0,2,0
19,19,0,3,312
19,19,0,4,4
19,19,0,5,325
19,19,0,6,796
19,19,0,7,5
19,19,0,0,10
19,19,0,1,0
19,19,1,4,796
19,19,1,5,0
19,19,1,6,21
19,19,1,7,400
19,19,1,0,0
19,19,1,1,0
19,19,1,2,0
19,19,1,3,80
20,20,0,4,3
20,20,0,5,332
20,20,0,6,796
20,20,0,7,4
20,20,0,0,5
20,20,0,1,0
20,20,0,2,0
20,20,0,3,315
20,20,1,3,62
20,20,1,4,796
20,20,1,5,0
20,20,1,6,19
20,20,1,7,385
20,20,1,0,0
20,20,1,1,3
20,20,1,2,0
21,21,0,7,2
21,21,0,0,9
21,21,0,1,0
21,21,0,2,0
21,21,0,3,342
21,21,0,4,5
21,21,0,5,326
21,21,0,6,796
21,21,1,1,2
21,21,1,2,0
21,21,1,3,57
21,21,1,4,796
21,21,1,5,1
21,21,1,6,18
21,21,1,7,388
21,21,1,0,1
22,22,0,0,11
22,22,0,1,0
22,22,0,2,0
22,22,0,3,383
22,22,0,4,4
22,22,0,5,343
22,22,0,6,796
22,22,0,7,3
22,22,1,5,0
22,22,1,6,30
22,22,1,7,378
22,22,1,0,2
22,22,1,1,1
22,22,1,2,0
22,22,1,3,57
22,22,1,4,796
23,23,0,1,0
23,23,0,2,0
23,23,0,3,397
23,23,0,4,2
23,23,0,5,341
23,23,0,6,796
23,23,0,7,3
23,23,0,0,12
23,23,1,3,56
23,23,1,4,796
23,23,1,5,2
23,23,1,6,29
23,23,1,7,377
23,23,1,0,1
23,23,1,1,2
23,23,1,2,0
24,24,0,6,796
24,24,0,7,2
24,24,0,0,9
24,24,0,1,0
24,24,0,2,0
24,24,0,3,408
24,24,0,4,3
24,24,0,5,398
24,24,1,5,0
24,24,1,6,31
24,24,1,7,380
24,24,1,0,1
24,24,1,1,0
24,24,1,2,0
24,24,1,3,52
24,24,1,4,796
25,25,0,7,0
25,25,0,0,10
25,25,0,1,0
25,25,0,2,0
25,25,0,3,458
25,25,0,4,4
25,25,0,5,397
25,25,0,6,796
25,25,1,2,0
25,25,1,3,22
25,25,1,4,796
25,25,1,5,0
25,25,1,6,30
25,25,1,7,403
25,25,1,0,1
25,25,1,1,2
26,26,0,7,1
26,26,0,0,12
26,26,0,1,0
26,26,0,2,0
26,26,0,3,566
26,26,0,4,3
26,26,0,5,404
26,26,0,6,790
26,26,1,2,0
26,26,1,3,14
26,26,1,4,796
26,26,1,5,1
26,26,1,6,31
26,26,1,7,410
26,26,1,0,1
26,26,1,1,0
1,1,0,3,23
1,1,0,4,0
1,1,0,5,0
1,1,0,6,254
1,1,0,7,288
1,1,0,0,793
1,1,0,1,108
1,1,0,2,0
1,1,1,3,0
1,1,1,4,771
1,1,1,5,0
1,1,1,6,707
1,1,1,7,380
1,1,1,0,95
1,1,1,1,703
1,1,1,2,345
2,2,0,2,0
2,2,0,3,23
2,2,0,4,0
2,2,0,5,0
2,2,0,6,254
2,2,0,7,255
2,2,0,0,793
2,2,0,1,108
2,2,1,7,355
2,2,1,0,97
2,2,1,1,689
2,2,1,2,389
2,2,1,3,0
2,2,1,4,775
2,2,1,5,0
2,2,1,6,701
3,3,0,0,793
3,3,0,1,108
3,3,0,2,0
3,3,0,3,23
3,3,0,4,0
